player,hands,all-in_adj_bb,all-in_adj_bb_100,my_c_all-in_adj,vpip,pfr,call_any_pfr,3bet_pf,fold_to_3bet,4bet_pf,fold_to_4bet+,limp,total_af,cbet_f,cbet_t,cbet_r,fold_to_f_cbet,fold_to_t_cbet,fold_to_r_cbet,xr_flop,xr_turn,xr_river,fold_to_f_xr,fold_to_t_xr,fold_to_r_xr
Bobrahal,63,-159.0,-252.38,-39.75,34.43,3.28,51.52,0.0,,,,26.47,0.54,0.0,,,41.67,25.0,33.33,0.0,0.0,0.0,100.0,,
Ds_alvez,63,22.72,36.06,5.68,26.98,7.94,30.0,0.0,50.0,50.0,,18.6,1.89,100.0,,,0.0,0.0,,0.0,0.0,,,,
wiggleybai,63,-98.6,-156.51,-24.65,26.23,11.48,30.3,3.57,80.0,0.0,,0.0,3.75,100.0,100.0,,20.0,100.0,,0.0,0.0,,,100.0,
DrottPoker,63,39.84,63.24,9.96,24.19,19.35,16.67,0.0,75.0,0.0,0.0,0.0,,0.0,,,0.0,,,66.67,,,,,
frexaok,63,-21.24,-33.71,-5.31,52.46,27.87,47.06,7.41,50.0,0.0,100.0,6.45,3.11,50.0,66.67,100.0,28.57,50.0,,0.0,66.67,,,,
Campino86,63,-147.52,-234.16,-36.88,39.34,19.67,35.29,3.33,25.0,25.0,,3.45,1.89,100.0,100.0,0.0,16.67,33.33,100.0,0.0,0.0,0.0,0.0,,
Carterstrome,63,53.72,85.27,13.43,46.03,15.87,42.5,8.82,42.86,0.0,,25.81,3.33,60.0,100.0,50.0,37.5,0.0,,0.0,0.0,,,50.0,
RomanPupi,63,49.08,77.9,12.27,24.59,16.39,22.22,4.76,57.14,0.0,,0.0,1.2,100.0,100.0,,0.0,0.0,,0.0,0.0,,,,
izvladov,63,-245.28,-389.33,-61.32,91.94,6.45,80.85,5.26,57.14,0.0,0.0,87.1,0.55,50.0,100.0,,42.86,66.67,,0.0,11.11,0.0,,,
TheSalmoSalar,63,-54.12,-85.9,-13.53,57.14,20.63,33.33,13.51,50.0,0.0,,51.61,2.9,45.45,100.0,,42.86,0.0,,28.57,33.33,0.0,,,
Jackman348,63,12.68,20.13,3.17,30.51,3.39,32.26,0.0,100.0,0.0,,29.03,6.0,,,,0.0,,,50.0,0.0,,,,
Dhireel,63,-78.84,-125.14,-19.71,26.98,12.7,27.27,3.45,60.0,0.0,,3.33,1.6,60.0,,,50.0,50.0,,0.0,0.0,,,,
micfili,63,22.04,34.98,5.51,41.67,25.0,45.16,4.55,44.44,0.0,,0.0,0.79,25.0,,,22.22,0.0,0.0,0.0,0.0,0.0,,,
stedavies8888,63,-21.12,-33.52,-5.28,20.63,6.35,13.79,0.0,100.0,0.0,,14.71,,50.0,,,100.0,,,0.0,0.0,0.0,,,
Royal Blod,63,-68.44,-108.63,-17.11,43.33,23.33,30.0,12.0,0.0,20.0,,24.32,2.0,100.0,,,66.67,,,25.0,,,,,
_yordan6666_,63,82.28,130.6,20.57,67.74,24.19,66.67,12.12,25.0,16.67,25.0,28.57,1.77,40.0,100.0,,52.94,50.0,,0.0,0.0,0.0,,0.0,
MrMath95,63,-133.6,-212.06,-33.4,45.9,32.79,47.62,11.76,0.0,100.0,0.0,2.33,1.25,75.0,66.67,100.0,0.0,50.0,100.0,20.0,0.0,0.0,,,
Eastie00,63,-34.04,-54.03,-8.51,26.98,12.7,28.57,9.38,100.0,0.0,0.0,6.25,3.0,100.0,100.0,0.0,25.0,0.0,100.0,33.33,0.0,0.0,100.0,,
cgc0221,62,12.64,20.39,3.16,34.48,12.07,32.0,0.0,50.0,0.0,,18.18,1.5,,,,33.33,,,25.0,0.0,,,,
Prizmah,62,-146.88,-236.9,-36.72,41.67,6.67,34.88,0.0,71.43,14.29,100.0,37.93,1.5,0.0,,,50.0,,,0.0,0.0,0.0,,,
Sedo5890,62,-71.0,-114.52,-17.75,33.9,1.69,28.57,4.17,100.0,0.0,,38.89,1.75,,,,66.67,0.0,,0.0,0.0,0.0,,,
Nellist25,62,-300.76,-485.1,-75.19,39.34,8.2,27.78,10.34,83.33,16.67,0.0,34.48,2.0,66.67,100.0,,16.67,0.0,0.0,0.0,0.0,0.0,,0.0,
Assylkan,62,-18.44,-29.74,-4.61,40.68,3.39,35.14,3.45,66.67,0.0,50.0,43.75,0.87,,,,14.29,33.33,0.0,0.0,33.33,0.0,,,
Forgues01,62,-45.24,-72.97,-11.31,53.33,1.67,42.42,3.23,100.0,0.0,,61.29,2.56,,,,28.57,0.0,,0.0,100.0,50.0,,,
daniel.carbonel,62,15.56,25.1,3.89,53.33,20.0,51.72,8.33,20.0,0.0,100.0,28.95,4.0,66.67,100.0,100.0,40.0,25.0,,33.33,50.0,,,,
3ducksinarow,62,51.76,83.48,12.94,26.67,21.67,14.29,14.29,85.71,0.0,,0.0,9.0,100.0,50.0,,50.0,,,,0.0,,0.0,100.0,
JimmyMonr169,62,33.12,53.42,8.28,40.0,20.0,40.0,3.45,100.0,0.0,,0.0,0.78,75.0,,,33.33,100.0,,0.0,0.0,0.0,,,
Moskvich951,62,36.32,58.58,9.08,25.0,16.67,24.14,8.7,80.0,0.0,0.0,0.0,1.33,66.67,100.0,0.0,60.0,,,0.0,0.0,,,,
pallispan,62,-32.64,-52.65,-8.16,29.51,4.92,38.71,3.85,66.67,0.0,,14.71,1.83,66.67,,,0.0,,,66.67,,0.0,,,
BenderLari,62,-100.68,-162.39,-25.17,29.51,0.0,40.63,0.0,50.0,0.0,,28.57,2.29,,,,57.14,0.0,,33.33,0.0,0.0,,,
enano201,62,17.36,28.0,4.34,63.33,40.0,48.57,22.22,37.5,0.0,100.0,14.29,1.79,60.0,100.0,0.0,16.67,0.0,100.0,33.33,25.0,0.0,0.0,100.0,
Afganuu,62,-83.12,-134.06,-20.78,77.59,18.97,47.22,19.35,0.0,50.0,50.0,76.67,3.2,37.5,0.0,,60.0,,,0.0,0.0,,,,
Nobudy 67,62,-14.36,-23.16,-3.59,37.1,6.45,17.65,3.23,100.0,0.0,,42.42,1.8,,,,33.33,50.0,,0.0,0.0,0.0,,,
foxhall17,62,37.56,60.58,9.39,30.51,18.64,39.13,10.53,33.33,0.0,0.0,7.32,3.5,0.0,,,66.67,,,25.0,0.0,,,,
WeeDygfs,62,-72.68,-117.23,-18.17,44.07,20.34,31.03,10.34,100.0,,,20.59,1.0,60.0,0.0,,25.0,0.0,100.0,0.0,0.0,0.0,,,
Fabiel0659,62,-82.72,-133.42,-20.68,41.94,11.29,37.5,3.7,80.0,20.0,,23.53,1.22,0.0,,,25.0,0.0,,20.0,33.33,,,,0.0
moods318,62,-28.68,-46.26,-7.17,26.23,6.56,13.79,3.85,50.0,50.0,100.0,27.78,1.33,0.0,,,66.67,100.0,,0.0,0.0,,,,
Absenthe160,62,-186.16,-300.26,-46.54,85.25,18.03,81.4,10.81,40.0,0.0,0.0,68.97,1.62,25.0,100.0,0.0,52.63,66.67,100.0,20.0,0.0,0.0,0.0,0.0,0.0
milez506,62,25.76,41.55,6.44,46.67,10.0,42.86,8.33,25.0,0.0,0.0,41.46,2.6,50.0,,,40.0,100.0,,0.0,0.0,33.33,,,
riskata1948,62,-52.24,-84.26,-13.06,37.93,27.59,29.17,5.0,25.0,25.0,,2.63,1.43,71.43,0.0,,0.0,100.0,,25.0,0.0,0.0,,,
rogerrabb544,62,-95.32,-153.74,-23.83,30.51,16.95,9.09,10.53,66.67,0.0,,17.5,,66.67,100.0,100.0,100.0,,,0.0,,,,,
Biinot,62,-245.4,-395.81,-61.35,93.44,18.03,81.4,10.81,0.0,,25.0,78.13,2.52,77.78,100.0,100.0,50.0,25.0,0.0,10.0,20.0,0.0,,,
Manutu25,62,13.12,21.16,3.28,50.82,11.48,48.65,0.0,40.0,20.0,,47.06,1.15,50.0,100.0,0.0,50.0,100.0,,0.0,0.0,0.0,0.0,0.0,
jirafa1001,62,-23.0,-37.1,-5.75,37.7,31.15,17.86,17.39,25.0,25.0,100.0,2.78,2.67,85.71,33.33,,60.0,0.0,100.0,0.0,0.0,0.0,,,
Wi1f,62,-229.44,-370.06,-57.36,56.67,21.67,43.75,11.54,57.14,0.0,,34.29,3.0,20.0,,,33.33,,,22.22,,0.0,0.0,0.0,0.0
Momo19922,62,-160.72,-259.23,-40.18,58.33,31.67,35.0,35.48,50.0,0.0,100.0,25.0,2.29,50.0,0.0,,40.0,100.0,,14.29,0.0,0.0,,,
Emanero966,62,-283.96,-458.0,-70.99,67.74,4.84,66.0,7.89,44.44,0.0,0.0,80.65,1.87,,,,16.67,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
CAMPOTESTACCIO,62,42.48,68.52,10.62,70.0,33.33,66.67,7.14,55.56,0.0,,9.68,1.93,40.0,100.0,100.0,35.71,40.0,100.0,0.0,0.0,0.0,,,
braderss1987,62,75.84,122.32,18.96,63.33,21.67,75.0,12.5,0.0,20.0,0.0,25.71,1.56,40.0,,,45.45,0.0,0.0,0.0,0.0,0.0,,,
Antiqueboi,62,-137.44,-221.68,-34.36,62.3,19.67,50.0,5.26,35.71,7.69,,44.74,1.69,25.0,,,40.0,100.0,,14.29,0.0,0.0,,,
daniel stifler,62,-160.28,-258.52,-40.07,55.74,6.56,65.85,3.03,50.0,0.0,0.0,48.57,3.12,50.0,,,23.08,0.0,0.0,28.57,0.0,100.0,,100.0,
rodrigambler07,62,-28.6,-46.13,-7.15,28.81,16.95,20.69,8.33,100.0,0.0,,3.33,1.29,80.0,100.0,0.0,25.0,50.0,,0.0,0.0,0.0,,,
Jackson91265,62,-102.0,-164.52,-25.5,63.93,11.67,61.54,6.06,50.0,33.33,100.0,55.56,2.64,100.0,100.0,100.0,55.56,0.0,0.0,0.0,0.0,0.0,100.0,,
Guri_Japa,62,-33.68,-54.32,-8.42,37.29,27.12,20.83,0.0,85.71,14.29,,2.78,1.0,33.33,,,25.0,0.0,100.0,0.0,0.0,0.0,,,
valdir770,62,-25.52,-41.16,-6.38,32.79,4.92,32.43,0.0,75.0,0.0,100.0,33.33,1.86,100.0,,,33.33,0.0,,0.0,0.0,0.0,,,
Kolyanowa,62,-44.6,-71.94,-11.15,64.41,6.78,63.16,2.78,100.0,0.0,0.0,64.29,1.0,50.0,100.0,100.0,42.86,0.0,100.0,0.0,0.0,0.0,,,
Helios350,62,-79.16,-127.68,-19.79,70.69,10.34,57.89,6.25,100.0,0.0,0.0,62.86,2.12,50.0,,,71.43,,,0.0,,0.0,,,0.0
shafter300,62,15.64,25.23,3.91,60.0,43.33,50.0,27.27,20.0,25.0,0.0,8.33,2.44,83.33,0.0,,0.0,50.0,,0.0,20.0,,0.0,,0.0
Gräs600,62,-50.96,-82.19,-12.74,50.0,0.0,40.54,0.0,66.67,0.0,,58.82,0.83,,,,25.0,0.0,,0.0,0.0,0.0,,,
georgebrt07,62,-41.16,-66.39,-10.29,91.8,18.03,75.0,12.2,25.0,0.0,33.33,74.07,1.39,50.0,100.0,100.0,30.0,100.0,,0.0,0.0,0.0,33.33,,
jxxvn_sb,62,59.28,95.61,14.82,36.67,0.0,47.06,0.0,80.0,0.0,,33.33,0.12,,,,0.0,,,0.0,0.0,0.0,,,
ViHP023,62,7.04,11.35,1.76,37.7,26.23,22.86,7.14,71.43,14.29,,0.0,0.86,75.0,,,20.0,100.0,,0.0,0.0,0.0,0.0,,
popski03,62,10.72,17.29,2.68,50.0,3.33,58.82,3.57,66.67,0.0,0.0,50.0,1.0,0.0,,,60.0,,,20.0,25.0,0.0,,,
missmaxy,62,-33.84,-54.58,-8.46,44.07,11.86,46.67,11.54,100.0,0.0,,30.3,2.37,100.0,100.0,66.67,40.0,66.67,,0.0,0.0,,0.0,,
kastaldi,62,-78.32,-126.32,-19.58,38.71,25.81,28.13,11.11,33.33,33.33,50.0,2.78,1.25,50.0,100.0,,16.67,100.0,,0.0,0.0,0.0,,,
CobaltOctopi,62,-0.44,-0.71,-0.11,18.33,13.33,16.13,8.33,83.33,0.0,0.0,0.0,3.0,100.0,,,33.33,,,25.0,,,,,
Ninjagas,62,-18.24,-29.42,-4.56,54.84,12.9,48.39,6.9,50.0,0.0,,41.46,2.3,20.0,100.0,0.0,27.27,33.33,,18.18,0.0,0.0,,,100.0
Murphoid74,62,-141.88,-228.84,-35.47,48.28,8.62,42.86,13.89,50.0,0.0,0.0,48.15,5.0,100.0,,,83.33,0.0,,0.0,0.0,0.0,,,
piyang0407,62,-39.92,-64.39,-9.98,40.0,11.67,34.38,6.9,66.67,0.0,,35.48,1.37,33.33,,,60.0,0.0,100.0,0.0,0.0,,,,
Nevenva_g98,62,-12.68,-20.45,-3.17,67.24,17.24,38.24,10.0,100.0,0.0,,60.0,9.33,60.0,50.0,100.0,60.0,,,50.0,0.0,,,,
asmyth009,62,29.96,48.32,7.49,36.67,16.67,53.13,0.0,37.5,0.0,,0.0,1.46,0.0,,,25.0,0.0,,0.0,0.0,0.0,,,0.0
Levo1709,62,-146.2,-235.81,-36.55,63.79,17.24,48.65,7.69,54.55,18.18,,48.28,2.29,0.0,,,71.43,0.0,,14.29,0.0,,50.0,,
1ngham,62,45.0,72.58,11.25,33.9,18.64,28.57,7.69,80.0,0.0,75.0,3.57,5.33,100.0,100.0,50.0,25.0,100.0,,33.33,,,0.0,,
Lummetsworld,62,-108.76,-175.42,-27.19,58.62,24.14,50.0,3.7,50.0,50.0,0.0,21.88,0.65,16.67,,,25.0,40.0,50.0,0.0,0.0,0.0,0.0,,
sfga123,62,13.6,21.94,3.4,35.59,22.03,33.33,0.0,100.0,0.0,100.0,5.0,2.25,0.0,,,50.0,0.0,,0.0,0.0,,,,
M0skito69,62,-63.24,-102.0,-15.81,34.43,22.95,29.63,5.26,71.43,0.0,0.0,5.41,3.0,33.33,,,50.0,,,0.0,0.0,,,0.0,
Magid112,61,-90.0,-147.54,-22.5,94.92,30.51,78.95,17.14,0.0,0.0,,55.17,2.2,41.67,100.0,,50.0,75.0,,0.0,0.0,0.0,33.33,,
Umbra19,61,-104.64,-171.54,-26.16,71.19,25.42,45.16,7.69,75.0,0.0,0.0,51.52,4.57,66.67,33.33,0.0,66.67,,,0.0,33.33,0.0,0.0,,100.0
JmVgs020419,61,-142.44,-233.51,-35.61,52.54,3.39,40.54,3.03,100.0,0.0,0.0,62.07,1.55,,,,37.5,66.67,,14.29,25.0,0.0,,,
11kuey,61,-23.44,-38.43,-5.86,35.0,18.33,23.08,5.56,75.0,0.0,,17.65,3.0,80.0,100.0,,100.0,,,0.0,33.33,0.0,,,
Spiro_90,61,-82.16,-134.69,-20.54,33.9,18.64,36.67,0.0,40.0,0.0,,0.0,4.0,33.33,,,33.33,0.0,,0.0,0.0,,,,
Fernando R62,61,49.08,80.46,12.27,29.51,26.23,20.45,31.58,70.0,11.11,16.67,0.0,0.89,50.0,66.67,100.0,0.0,0.0,0.0,25.0,0.0,0.0,,0.0,
Dropchyk,61,41.6,68.2,10.4,22.41,12.07,16.0,4.35,100.0,0.0,,6.06,1.25,33.33,,,50.0,0.0,,16.67,0.0,,,,
CroCop7777,61,-143.8,-235.74,-35.95,43.33,18.33,37.14,10.34,50.0,40.0,100.0,18.18,1.37,100.0,100.0,0.0,42.86,0.0,,25.0,0.0,0.0,0.0,,
joshthefox1991,61,62.52,102.49,15.63,53.33,3.33,47.22,3.57,75.0,0.0,,57.58,14.0,0.0,,,55.56,,,25.0,0.0,0.0,,,
Lobby366max-,61,-85.44,-140.07,-21.36,42.11,33.33,39.29,20.0,28.57,0.0,0.0,0.0,1.78,57.14,0.0,,12.5,0.0,,14.29,20.0,0.0,,100.0,
norkk1,61,17.24,28.26,4.31,72.13,16.39,61.76,6.9,57.14,0.0,,55.17,5.11,100.0,100.0,100.0,37.5,100.0,,50.0,0.0,0.0,,,
Sm0kersChoic,61,-41.28,-67.67,-10.32,26.79,19.64,20.0,5.56,100.0,0.0,,0.0,1.0,100.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,,,,
emboker778,61,-19.52,-32.0,-4.88,70.49,22.95,71.05,3.23,28.57,0.0,0.0,34.48,1.7,50.0,50.0,100.0,18.18,50.0,,33.33,0.0,,,,
thomasdonaghy18,61,-22.04,-36.13,-5.51,51.72,29.31,37.93,20.83,75.0,0.0,0.0,21.62,3.83,42.86,100.0,50.0,0.0,66.67,0.0,0.0,0.0,33.33,,,
coleburks,61,-26.6,-43.61,-6.65,67.21,0.0,65.91,0.0,100.0,0.0,,77.42,1.53,,,,36.36,66.67,,0.0,0.0,,,,
Olli131223,61,-97.24,-159.41,-24.31,94.92,25.42,77.14,19.23,25.0,0.0,25.0,73.81,2.61,100.0,33.33,,16.67,50.0,,0.0,20.0,,,,
eftimis,61,-49.12,-80.52,-12.28,22.03,3.39,31.03,0.0,50.0,0.0,,10.0,7.0,0.0,,,0.0,,,0.0,0.0,0.0,100.0,,
kidskun,61,111.8,183.28,27.95,44.26,26.23,47.06,10.71,33.33,0.0,0.0,0.0,2.0,85.71,66.67,,11.11,50.0,0.0,28.57,0.0,100.0,,,100.0
garganordstrom,61,-34.32,-56.26,-8.58,50.0,28.33,59.09,0.0,100.0,0.0,0.0,2.86,1.0,37.5,50.0,100.0,0.0,33.33,0.0,0.0,0.0,,,,
gabrielkoe,61,75.28,123.41,18.82,46.67,0.0,48.65,0.0,80.0,0.0,,51.85,0.67,,,,20.0,0.0,0.0,0.0,0.0,0.0,,,
jÃ³anesdav,61,-223.52,-366.43,-55.88,37.29,13.56,37.5,3.45,100.0,0.0,0.0,16.67,1.08,0.0,,,20.0,50.0,,0.0,0.0,0.0,,,
heflerjr,61,-17.8,-29.18,-4.45,22.41,6.9,23.08,4.55,100.0,0.0,,13.89,0.67,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,
HUGOFUENTES3,61,-46.96,-76.98,-11.74,21.67,13.33,11.76,3.45,50.0,25.0,0.0,6.9,6.0,33.33,,,50.0,,,0.0,,,100.0,,
teoalina,61,-42.84,-70.23,-10.71,96.67,20.0,73.81,15.15,50.0,14.29,0.0,83.33,3.07,85.71,75.0,100.0,53.85,50.0,,0.0,0.0,,100.0,,
Tintins78,61,-70.08,-114.89,-17.52,71.19,28.81,65.71,17.24,50.0,0.0,50.0,34.29,0.84,42.86,0.0,,70.0,66.67,100.0,0.0,0.0,0.0,0.0,,
Jaqueka94155,61,-92.4,-151.48,-23.1,98.33,6.78,95.74,2.5,0.0,0.0,,90.32,0.43,0.0,,,38.46,27.27,33.33,0.0,0.0,0.0,,,
Kalli1924,61,49.76,81.57,12.44,49.15,8.47,40.63,6.9,100.0,0.0,,52.78,2.33,50.0,,,62.5,,,0.0,0.0,,,,
bragacatalin83,61,19.12,31.34,4.78,33.33,15.0,32.26,7.14,66.67,33.33,,6.06,3.0,100.0,,,25.0,0.0,,0.0,100.0,0.0,,,
Herby1808,61,57.76,94.69,14.44,47.37,24.56,37.93,5.56,60.0,10.0,0.0,18.92,2.29,83.33,0.0,,25.0,,,0.0,0.0,,,,
ks089,61,56.72,92.98,14.18,23.33,18.33,18.18,15.79,50.0,0.0,100.0,0.0,2.33,66.67,0.0,,0.0,0.0,,0.0,50.0,,,,
graceart1,61,-107.76,-176.66,-26.94,56.14,3.51,67.86,7.69,100.0,0.0,0.0,52.63,1.0,50.0,,,33.33,0.0,,0.0,0.0,0.0,0.0,,
kie43132,61,310.72,509.38,77.68,55.74,29.51,58.54,15.38,16.67,20.0,0.0,0.0,3.75,40.0,100.0,0.0,30.0,50.0,,12.5,0.0,0.0,0.0,,
Beanzer112,61,22.08,36.2,5.52,22.03,20.34,3.45,19.23,100.0,0.0,,0.0,,100.0,0.0,,,,,,,,,,
Turbodur23,61,-43.52,-71.34,-10.88,40.68,10.17,43.75,7.41,60.0,0.0,,22.58,1.13,50.0,100.0,100.0,40.0,0.0,,0.0,0.0,,,,
Crazyking82,61,160.48,263.08,40.12,63.79,3.45,78.13,3.7,0.0,0.0,,52.78,1.76,50.0,100.0,0.0,20.0,0.0,,0.0,0.0,0.0,,0.0,
Valy2009802,61,-274.72,-450.36,-68.68,61.67,18.33,48.57,9.38,50.0,0.0,0.0,48.39,1.94,85.71,100.0,100.0,33.33,75.0,,0.0,0.0,0.0,0.0,0.0,
krispello11,61,-60.6,-99.34,-15.15,77.19,22.81,69.7,17.24,0.0,0.0,0.0,55.88,2.43,71.43,100.0,,21.43,0.0,100.0,0.0,0.0,0.0,100.0,100.0,
keithchow604,61,-260.88,-427.67,-65.22,94.83,20.69,100.0,0.0,0.0,0.0,,63.89,1.06,75.0,66.67,100.0,0.0,44.44,100.0,9.09,0.0,0.0,,0.0,
erkan830,61,-257.44,-422.03,-64.36,88.33,11.67,83.33,7.69,42.86,14.29,0.0,80.65,0.88,0.0,,,33.33,0.0,0.0,10.0,0.0,0.0,,,100.0
v6xpd,61,-137.68,-225.7,-34.42,70.69,41.38,48.39,31.82,25.0,12.5,,25.0,11.0,60.0,50.0,100.0,75.0,,,0.0,0.0,0.0,0.0,,
nolll,61,-0.88,-1.44,-0.22,27.12,18.64,24.14,20.0,71.43,16.67,0.0,0.0,2.0,60.0,50.0,100.0,20.0,0.0,,66.67,,0.0,,,
Ludvig P,61,-32.8,-53.77,-8.2,32.2,20.34,17.24,12.5,66.67,50.0,100.0,9.09,,100.0,,,50.0,,,0.0,,,100.0,,
DaggerDavids,61,-25.44,-41.7,-6.36,63.33,0.0,50.0,0.0,100.0,0.0,,74.29,1.77,,,,33.33,0.0,0.0,0.0,0.0,0.0,,,
JasperJase01,61,-204.52,-335.28,-51.13,59.32,41.38,34.48,11.76,66.67,0.0,50.0,13.51,3.0,28.57,0.0,,50.0,,,25.0,0.0,0.0,,,
toppaint.den,61,-30.96,-50.75,-7.74,48.28,20.69,54.17,9.09,0.0,0.0,,23.68,8.25,33.33,100.0,,50.0,0.0,,50.0,,,,0.0,
Trapgames,61,4.04,6.62,1.01,77.97,1.69,57.14,2.63,66.67,0.0,0.0,81.82,2.82,0.0,,,0.0,33.33,,0.0,,100.0,,,
sirkmixalot,61,-176.2,-288.85,-44.05,61.4,29.82,54.84,12.0,50.0,0.0,,17.14,2.0,60.0,100.0,0.0,50.0,100.0,,0.0,0.0,,0.0,,
piffling,61,65.32,107.08,16.33,31.15,26.23,12.12,3.7,66.67,16.67,,0.0,1.0,40.0,0.0,,0.0,0.0,,,0.0,0.0,,,
jmanm4,61,-184.4,-302.3,-46.1,39.66,8.62,41.94,7.41,50.0,0.0,,25.0,1.87,,,,0.0,66.67,100.0,0.0,0.0,,,,
Bbto R93,60,-34.2,-57.0,-8.55,31.67,25.0,15.79,16.67,100.0,0.0,,2.5,4.33,66.67,100.0,0.0,100.0,,,0.0,0.0,,,,0.0
klang20,60,-132.32,-220.53,-33.08,64.91,19.3,60.0,7.14,42.86,0.0,,45.71,1.53,100.0,100.0,,12.5,33.33,100.0,14.29,0.0,0.0,,,
ReyDavidXv,60,31.8,53.0,7.95,71.19,16.95,64.1,11.76,40.0,0.0,,46.88,2.15,100.0,,,63.64,100.0,,0.0,0.0,0.0,,0.0,0.0
abaduba1,60,-167.92,-279.87,-41.98,60.0,28.33,61.29,14.29,14.29,0.0,66.67,18.18,1.69,62.5,100.0,,50.0,0.0,,0.0,0.0,0.0,,,
pantro1117,60,-285.2,-475.33,-71.3,69.49,6.78,64.71,6.45,25.0,0.0,100.0,62.5,0.84,100.0,,,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Ian Figo,60,-82.96,-138.27,-20.74,62.5,16.07,52.94,9.68,66.67,0.0,0.0,56.67,2.5,100.0,100.0,100.0,22.22,0.0,100.0,66.67,,100.0,,,
Harveyslmlkm,60,-76.64,-127.73,-19.16,62.07,12.07,59.52,7.89,66.67,0.0,0.0,40.91,5.8,100.0,100.0,,75.0,,,0.0,0.0,0.0,100.0,100.0,
ErnieEls48,60,4.68,7.8,1.17,69.49,1.69,79.41,0.0,50.0,0.0,,61.11,0.83,,,,42.86,33.33,,10.0,0.0,0.0,0.0,,0.0
Wizard of bluff,60,-31.12,-51.87,-7.78,26.79,12.5,36.0,4.55,0.0,,50.0,0.0,3.0,100.0,100.0,,40.0,,,40.0,,,,,
Wichtelino,60,-202.52,-337.53,-50.63,82.76,17.24,78.26,0.0,28.57,0.0,50.0,56.67,1.62,66.67,,,36.84,50.0,,7.14,25.0,0.0,,,
Fortislux,60,-88.32,-147.2,-22.08,55.36,14.29,41.94,12.0,57.14,16.67,,60.0,2.9,75.0,50.0,,0.0,0.0,,0.0,0.0,50.0,0.0,100.0,
Ale Cuba 99,60,-16.32,-27.2,-4.08,51.72,1.72,57.14,0.0,100.0,0.0,,51.35,2.78,,,,22.22,0.0,,0.0,0.0,0.0,,,0.0
Stalteking69,60,-144.56,-240.93,-36.14,56.67,30.0,50.0,3.57,25.0,0.0,,15.63,1.65,62.5,100.0,,0.0,50.0,,0.0,33.33,0.0,0.0,,
olssonjohan123,60,-31.6,-52.67,-7.9,57.63,22.03,43.9,21.21,42.86,16.67,0.0,44.83,2.6,87.5,0.0,,66.67,0.0,0.0,0.0,25.0,,0.0,,
HVLFN94,60,-52.8,-88.0,-13.2,25.86,20.69,15.38,0.0,75.0,0.0,100.0,0.0,7.0,66.67,,,,,,,,0.0,,,
xchancellor,60,-78.28,-130.47,-19.57,30.36,25.0,17.39,5.56,60.0,0.0,,2.86,1.4,100.0,100.0,,0.0,100.0,,0.0,,0.0,,,
vinimadalosso,60,-53.76,-89.6,-13.44,26.67,16.67,26.67,4.55,85.71,14.29,0.0,0.0,1.33,50.0,0.0,,100.0,,,0.0,,,,,
Radovan7279,60,-176.44,-294.07,-44.11,24.56,22.81,11.54,19.05,40.0,0.0,0.0,0.0,1.2,50.0,,,0.0,0.0,,0.0,0.0,,,,
tjarosh,60,-123.52,-205.87,-30.88,48.33,30.0,37.84,12.0,60.0,10.0,50.0,0.0,1.18,100.0,,,12.5,50.0,50.0,0.0,0.0,50.0,,,
jamiea874,60,-63.48,-105.8,-15.87,36.67,10.0,33.33,10.34,100.0,0.0,0.0,27.27,2.8,33.33,100.0,0.0,60.0,0.0,,0.0,33.33,0.0,,,
Andr3w98,60,47.48,79.13,11.87,65.0,15.0,60.0,11.11,33.33,0.0,100.0,50.0,1.07,0.0,,,27.27,40.0,,15.38,11.11,66.67,,,
Ferrosoman,60,-1.72,-2.87,-0.43,62.71,11.86,64.52,0.0,80.0,0.0,,44.44,1.93,100.0,100.0,,18.18,75.0,100.0,0.0,0.0,0.0,,0.0,
pomostars,60,29.08,48.47,7.27,36.21,22.41,23.33,10.0,66.67,0.0,0.0,11.76,4.0,50.0,,,80.0,0.0,,0.0,100.0,,,,
vincentb007,60,16.76,27.93,4.19,19.3,12.28,13.79,0.0,100.0,0.0,,0.0,8.0,80.0,100.0,33.33,100.0,,,0.0,0.0,,,,
qukentack,60,63.96,106.6,15.99,63.16,22.81,36.36,8.33,50.0,12.5,0.0,44.12,3.57,83.33,0.0,,50.0,0.0,,0.0,0.0,,0.0,,
mihigotinata,60,61.32,102.2,15.33,62.71,5.08,70.45,2.56,40.0,0.0,,53.33,2.64,100.0,50.0,,50.0,0.0,,18.18,,0.0,100.0,100.0,
Kestis_1996,60,-134.88,-224.8,-33.72,53.45,13.79,52.94,6.9,75.0,25.0,100.0,39.39,0.9,0.0,,,50.0,0.0,,25.0,0.0,0.0,,,
Taistelu-Tantta,60,-271.28,-452.13,-67.82,48.28,31.03,37.93,15.0,75.0,12.5,100.0,0.0,2.22,75.0,33.33,100.0,33.33,50.0,100.0,0.0,25.0,0.0,,,
michaelcupac7,60,80.16,133.6,20.04,52.63,15.79,26.92,12.5,50.0,50.0,,47.06,7.25,100.0,100.0,,0.0,,,,,,100.0,0.0,
