all-in_adj_bb_100,vpip,pfr,call_any_pfr,3bet_pf,fold_to_3bet,4bet_pf,fold_to_4bet+,limp,total_af,cbet_f,cbet_t,cbet_r,fold_to_f_cbet,fold_to_t_cbet,fold_to_r_cbet,xr_flop,xr_turn,xr_river,fold_to_f_xr,fold_to_t_xr,fold_to_r_xr
-2.37,25.59,19.82,15.77,10.44,69.04,9.83,61.54,0.13,2.49,68.28,48.37,70.59,42.01,18.18,30.77,15.92,23.15,3.28,39.29,50.0,50.0
-27.64,24.92,20.29,13.79,10.88,67.92,9.11,69.33,0.08,1.78,73.08,56.72,48.57,34.87,34.57,44.0,7.18,12.62,3.57,33.33,35.71,0.0
11.05,24.27,20.08,12.16,9.13,75.2,6.63,68.52,0.45,2.14,50.2,47.62,66.67,43.08,54.55,66.67,10.65,7.21,9.62,35.29,57.14,0.0
-9.11,23.79,19.42,11.73,8.92,76.06,8.58,59.02,0.84,1.75,56.63,49.31,45.45,41.11,46.51,42.86,10.67,4.83,1.25,40.63,14.29,100.0
-12.64,24.23,19.4,12.72,10.79,72.99,9.91,67.14,0.5,3.07,66.6,69.01,41.86,54.82,57.14,66.67,13.08,8.82,4.55,53.57,45.45,50.0
3.99,26.82,18.02,18.81,8.57,72.8,4.35,55.81,3.1,1.87,51.41,38.05,33.33,47.93,36.92,31.25,13.89,8.03,8.33,38.1,22.22,50.0
-7.89,19.25,16.47,6.99,5.84,83.33,6.64,65.52,0.65,2.77,47.27,45.21,0.0,50.83,61.11,66.67,6.82,8.45,0.0,73.68,100.0,0.0
7.21,23.07,15.11,19.4,5.38,72.13,4.48,56.41,0.37,1.51,45.5,48.81,33.33,40.95,34.85,42.86,8.13,13.89,3.13,11.76,50.0,33.33
-4.04,26.26,22.6,10.61,11.82,75.85,8.26,67.19,0.33,2.3,63.83,47.64,50.0,30.48,39.66,88.24,15.42,7.09,1.54,66.67,60.0,100.0
2.21,24.02,18.64,14.5,8.75,74.03,8.71,61.02,0.33,2.38,62.95,41.18,50.0,46.29,39.02,50.0,12.73,4.65,0.0,44.44,37.5,0.0
-2.0,24.96,15.73,21.03,6.17,72.84,6.73,63.64,2.57,1.75,81.32,61.04,38.89,34.85,41.94,27.78,3.38,9.52,1.35,34.62,33.33,0.0
-17.17,27.02,16.86,24.33,7.14,68.13,6.01,66.04,1.07,1.4,72.87,49.59,42.31,35.63,47.86,42.86,9.8,7.69,2.35,50.0,30.0,66.67
-10.81,29.53,22.77,18.32,7.81,69.11,7.57,48.94,0.17,2.41,68.03,43.89,45.16,33.45,54.67,41.18,15.68,5.97,1.32,41.18,54.55,25.0
16.8,24.87,20.28,12.05,7.43,77.87,8.3,57.89,0.47,2.13,73.47,52.94,65.79,42.37,43.9,30.77,8.29,11.65,7.04,25.0,85.71,33.33
1.12,40.23,31.76,24.45,17.65,50.44,13.21,53.51,0.31,2.73,60.54,78.86,54.74,46.23,24.44,48.0,7.25,14.96,12.07,38.71,50.0,66.67
-2.12,26.45,21.36,15.16,8.97,69.04,8.71,46.3,0.0,1.93,58.68,47.06,81.48,36.8,46.15,66.67,10.99,17.16,9.59,36.96,30.0,16.67
-9.08,24.07,19.1,14.27,8.88,72.86,6.16,56.52,0.03,1.23,57.77,25.89,62.5,39.91,35.0,22.73,9.72,5.79,5.13,35.29,18.18,50.0
-10.38,22.85,18.11,14.12,10.24,69.05,6.47,44.0,0.17,2.2,64.24,77.34,35.59,28.72,40.3,55.56,7.78,5.43,1.59,33.33,35.71,33.33
-14.05,23.76,19.86,10.0,7.65,81.86,8.35,62.0,0.12,3.25,68.99,60.0,53.06,41.29,46.67,25.0,16.15,11.27,7.69,33.33,66.67,100.0
1.18,20.38,17.41,8.01,8.32,78.88,10.58,70.45,0.12,2.31,57.87,34.88,45.0,36.36,41.67,37.5,13.94,4.21,0.0,55.56,50.0,50.0
-7.34,26.18,20.27,15.67,9.01,73.72,6.33,58.14,0.77,1.65,47.36,52.38,48.15,46.41,67.53,61.54,5.21,4.96,4.48,42.86,50.0,100.0
3.75,35.27,24.29,24.34,10.55,66.47,7.98,54.41,2.96,2.08,49.13,50.0,46.88,40.48,38.95,20.0,7.2,25.75,5.32,30.43,45.0,40.0
24.17,24.26,19.72,13.61,9.43,71.34,7.8,50.0,0.06,2.11,54.04,55.2,59.38,39.42,50.98,28.57,10.81,4.4,11.9,46.67,20.0,37.5
5.67,24.57,19.37,13.12,8.31,75.79,9.37,71.43,0.45,4.07,70.29,62.65,45.24,49.5,63.33,75.0,17.79,1.92,2.63,68.42,66.67,50.0
15.39,22.66,19.52,9.41,10.32,77.22,9.09,62.22,0.0,2.75,72.73,47.95,73.08,30.0,26.32,42.86,25.66,14.52,0.0,31.82,33.33,75.0
14.18,22.91,19.56,9.62,9.66,77.64,5.74,55.81,0.24,2.28,77.9,35.59,61.11,40.0,38.46,71.43,9.62,6.58,1.75,40.91,28.57,50.0
-1.1,25.31,20.74,11.57,10.55,79.53,6.47,65.22,0.66,1.68,40.85,39.76,81.25,42.39,57.69,62.5,10.79,2.52,4.65,50.0,28.57,0.0
-0.23,28.11,20.71,17.06,9.01,73.06,10.3,59.68,1.77,2.74,77.54,62.68,44.44,55.91,28.85,66.67,10.36,7.41,9.52,38.46,55.56,33.33
-14.16,26.22,15.03,25.54,4.96,70.52,1.28,58.14,2.89,1.28,54.23,41.05,63.64,39.56,43.88,65.22,2.94,10.0,4.71,30.0,40.0,100.0
-18.85,42.09,2.13,40.92,0.83,87.33,1.77,75.0,43.38,1.67,45.83,46.15,66.67,41.52,53.21,38.46,12.61,20.2,9.09,45.0,25.0,25.0
-9.47,22.68,19.02,9.72,7.36,76.1,10.19,72.88,0.51,1.66,38.72,41.38,80.0,42.47,41.03,66.67,10.34,11.97,0.0,33.33,50.0,25.0
-21.89,36.28,18.97,39.51,3.16,70.0,2.31,42.86,1.44,1.67,56.43,44.68,30.0,48.26,64.55,56.52,12.88,4.55,2.42,28.57,25.0,0.0
-1.45,23.19,16.38,17.11,7.93,79.85,4.11,65.91,0.33,1.43,48.5,44.09,33.33,45.0,48.21,50.0,6.33,8.73,0.0,30.0,14.29,50.0
-0.61,20.7,14.68,14.93,4.37,75.67,4.95,64.29,0.57,2.0,54.09,44.58,58.82,61.62,20.59,50.0,3.28,1.41,0.0,66.67,0.0,40.0
-6.6,19.44,15.52,11.36,7.55,76.55,4.77,63.89,0.12,1.34,44.59,35.79,60.0,56.44,30.3,44.44,4.74,3.28,5.0,21.05,25.0,0.0
16.9,24.52,19.64,12.69,8.87,76.14,6.58,62.96,0.85,3.02,69.58,53.85,61.76,45.16,44.74,50.0,12.06,14.81,0.0,33.33,50.0,100.0
9.68,24.98,21.39,9.76,11.88,77.43,10.98,58.57,0.34,2.26,54.53,47.01,55.56,45.03,37.04,9.09,19.57,8.7,8.33,66.67,33.33,100.0
3.34,21.67,19.09,7.68,10.0,82.24,5.43,71.19,0.03,2.06,73.95,39.72,79.17,32.28,27.27,35.71,11.63,8.82,5.88,48.39,60.0,100.0
-8.29,22.6,15.46,14.79,6.57,74.55,8.88,56.0,2.74,2.5,72.41,49.49,39.29,52.56,35.9,41.67,9.5,8.25,1.49,42.31,50.0,0.0
6.9,23.97,21.13,9.75,10.36,71.33,11.98,49.09,0.0,2.48,66.35,60.33,58.82,50.63,44.44,60.0,9.27,9.38,0.0,50.0,33.33,100.0
6.61,30.14,26.1,12.17,15.01,72.55,9.23,57.14,0.06,1.71,66.53,48.85,46.51,32.8,46.3,41.67,5.58,9.82,5.26,30.77,27.27,0.0
5.31,24.45,20.44,10.39,10.06,78.73,8.33,64.81,0.57,2.63,70.95,41.4,40.0,45.16,34.48,50.0,15.15,5.83,10.2,55.0,20.0,33.33
-15.43,25.75,20.08,14.73,9.01,73.11,7.32,61.9,0.57,2.62,73.13,52.29,67.74,41.06,37.7,60.0,9.09,5.61,4.65,40.74,100.0,33.33
13.99,24.8,21.27,11.12,11.12,72.95,8.41,56.06,0.1,2.0,75.67,65.36,56.76,33.16,30.19,40.0,12.34,8.82,5.56,38.89,25.0,66.67
-16.33,24.6,18.92,14.15,8.78,76.74,6.13,58.14,1.32,1.69,43.64,55.79,70.83,45.55,36.0,60.0,6.02,11.02,5.0,25.0,40.0,33.33
4.12,22.73,19.63,9.04,8.34,81.11,5.28,66.67,0.09,2.21,67.07,70.15,33.33,37.96,31.58,75.0,8.65,8.7,1.96,44.44,54.55,0.0
-18.19,26.2,16.79,20.42,5.83,80.68,4.51,72.09,1.74,2.84,53.89,60.82,58.82,43.44,53.06,50.0,7.78,6.9,0.0,25.0,30.77,50.0
-0.49,24.49,17.56,17.75,8.51,65.24,10.25,51.11,1.36,1.76,47.88,54.55,73.68,45.02,30.0,30.77,7.79,9.24,16.67,55.56,25.0,66.67
18.43,26.44,21.38,13.69,9.59,76.32,5.91,66.67,0.63,2.02,58.7,42.86,59.09,43.43,34.78,60.0,3.7,4.59,6.0,50.0,25.0,50.0
-17.85,16.99,13.23,10.7,7.65,77.46,4.61,63.41,0.63,1.84,53.26,62.16,48.15,47.06,48.65,50.0,5.8,10.34,1.59,35.71,100.0,50.0
-11.88,22.22,14.26,18.87,6.09,71.02,6.61,58.82,1.23,1.89,76.19,41.23,60.87,42.44,35.09,22.22,10.81,7.76,1.72,54.55,20.0,33.33
18.2,19.7,15.99,9.82,8.43,74.77,11.25,50.0,0.55,2.3,61.9,59.46,66.67,43.07,40.0,62.5,8.07,8.43,10.34,31.58,33.33,0.0
-7.99,34.76,17.43,34.4,4.66,62.7,2.35,70.59,8.16,1.79,61.44,52.81,37.5,36.8,38.17,42.86,12.6,6.56,5.26,26.09,57.14,28.57
-3.78,26.51,20.37,15.69,7.68,76.61,5.0,45.45,1.05,1.79,51.49,50.91,58.62,39.73,40.85,28.57,7.11,4.1,4.44,38.46,87.5,50.0
-36.92,28.98,17.28,29.69,2.75,55.83,2.96,57.89,0.9,1.98,63.82,55.68,60.71,29.76,36.97,52.0,0.85,0.81,6.82,6.67,54.55,25.0
16.93,28.12,21.3,16.27,9.78,79.51,3.99,75.61,0.89,1.9,55.12,52.17,50.0,41.05,50.98,50.0,14.8,4.81,0.0,45.45,33.33,50.0
-22.49,28.73,22.39,16.43,10.53,74.4,9.87,75.0,0.41,2.22,65.75,45.45,53.13,41.56,32.81,35.0,8.33,11.36,1.59,52.17,60.0,0.0
-22.63,19.16,11.37,18.18,3.38,67.2,3.09,50.0,2.37,3.9,63.05,67.86,62.5,52.11,44.44,75.0,5.23,3.45,0.0,14.29,10.0,0.0
-0.63,21.05,13.91,14.65,4.61,79.94,6.92,62.5,2.39,2.33,62.11,65.05,37.93,53.45,61.76,50.0,5.17,6.73,2.9,26.67,66.67,50.0
-7.31,37.7,16.65,40.57,4.08,51.0,4.75,46.88,12.44,1.29,43.94,70.31,58.06,36.75,48.1,58.33,6.83,7.07,11.36,41.67,0.0,100.0
-16.98,29.72,22.96,19.85,13.69,59.95,6.19,54.88,0.2,2.89,75.61,61.11,34.04,33.99,49.33,55.56,11.52,14.43,0.0,41.38,21.43,100.0
14.84,25.14,20.77,10.81,9.91,75.37,14.5,62.75,0.93,2.43,71.94,45.21,36.0,36.13,50.0,66.67,7.83,3.03,2.44,35.0,33.33,0.0
3.68,23.15,19.32,9.96,9.28,81.84,6.53,52.08,0.47,3.59,75.86,53.47,65.63,36.49,55.0,50.0,22.22,3.45,5.88,63.16,50.0,50.0
0.6,22.32,16.42,11.89,6.43,78.12,5.76,69.77,3.2,2.27,49.44,69.47,45.16,56.85,50.0,100.0,3.94,4.46,0.0,33.33,62.5,0.0
3.98,25.74,19.61,14.67,9.17,76.44,6.7,82.0,0.87,3.2,71.47,59.46,39.39,51.52,27.5,70.0,6.82,7.5,0.0,40.0,41.67,100.0
-7.11,19.32,13.47,14.23,5.36,80.86,4.46,61.54,0.87,1.76,49.0,61.9,53.33,59.57,48.48,66.67,4.17,3.66,0.0,28.57,20.0,100.0
-11.11,32.04,19.37,28.23,5.9,63.11,6.54,40.54,3.59,1.67,48.58,84.21,59.52,45.25,48.89,50.0,0.0,0.83,0.0,28.57,20.0,0.0
-19.94,30.92,7.29,32.82,1.95,82.96,2.33,55.0,21.29,1.34,76.39,52.17,30.77,38.75,55.17,60.87,4.4,3.03,0.0,45.0,44.44,33.33
-0.59,20.84,16.21,11.92,7.59,77.96,7.08,60.0,0.35,1.86,36.25,54.84,33.33,41.95,54.55,60.0,6.91,11.22,2.27,28.57,50.0,50.0
-2.81,22.23,12.34,20.38,2.74,75.0,6.9,45.0,3.4,1.92,81.39,37.78,36.84,45.9,45.31,54.55,7.01,4.76,0.0,25.0,28.57,0.0
-11.3,25.63,18.96,17.46,5.0,68.79,4.13,60.0,1.66,3.09,77.55,39.13,46.15,36.22,39.02,60.0,19.25,6.85,0.0,60.0,33.33,50.0
2.75,27.71,19.26,23.15,7.25,64.8,3.05,54.84,0.64,1.74,65.62,71.76,48.89,33.45,31.52,63.16,9.17,9.92,0.0,25.0,18.18,33.33
13.65,21.15,13.3,17.71,4.98,71.87,6.33,70.83,2.12,2.01,56.43,59.79,41.38,52.83,46.34,40.0,9.09,6.42,2.0,25.0,22.22,0.0
-22.19,27.64,22.93,15.5,12.43,63.5,5.8,49.09,0.0,1.88,46.06,50.48,70.37,38.94,25.86,46.67,15.61,21.3,27.12,18.18,0.0,80.0
4.75,22.96,19.26,9.89,9.43,80.0,10.51,69.81,0.0,2.84,79.62,48.08,83.87,44.03,40.0,66.67,9.55,9.09,1.89,74.19,50.0,0.0
2.23,27.07,20.47,17.78,7.83,74.31,4.66,55.77,0.03,1.86,58.1,57.93,60.87,42.64,36.92,56.25,5.91,13.82,1.61,34.78,42.86,33.33
8.88,27.83,23.79,11.05,11.0,79.54,9.5,60.0,0.1,2.6,71.55,42.29,51.72,43.26,28.21,64.71,11.03,5.88,0.0,50.0,66.67,50.0
-17.11,25.53,14.63,27.99,2.76,53.48,0.85,63.64,2.07,2.11,70.77,78.76,63.41,38.32,24.69,17.39,8.14,6.45,14.29,22.22,21.43,50.0
26.54,25.95,20.49,15.54,9.46,67.92,8.2,56.82,0.64,2.2,67.98,38.93,54.17,39.56,53.66,41.67,12.66,8.0,2.0,41.18,33.33,33.33
-12.48,24.06,19.34,13.19,9.43,73.15,5.93,70.45,0.07,2.99,71.22,72.73,42.11,43.55,39.53,72.73,14.77,11.63,9.09,50.0,50.0,100.0
-2.16,24.38,16.26,18.06,5.95,69.19,11.78,53.33,2.53,1.98,63.99,51.19,56.25,48.45,20.93,50.0,2.47,5.75,3.64,77.78,50.0,50.0
-12.67,25.46,20.56,13.3,10.41,73.8,8.12,61.82,0.46,3.08,61.2,81.34,47.17,54.91,46.88,71.43,9.38,6.02,2.94,28.57,37.5,0.0
-2.41,27.32,22.0,15.09,11.55,69.3,7.84,61.67,0.42,3.29,80.85,64.21,41.82,38.95,35.29,57.14,21.55,12.64,2.0,46.88,44.44,50.0
-1.2,24.71,20.87,10.36,11.17,75.22,7.67,55.0,0.58,2.85,66.07,64.35,52.63,41.72,34.29,33.33,13.67,10.77,11.54,42.11,60.0,66.67
-8.27,19.14,16.26,8.44,6.24,81.13,5.13,65.22,0.0,3.45,71.11,27.87,50.0,57.98,47.83,71.43,3.03,9.86,0.0,85.71,20.0,50.0
5.6,23.02,19.57,10.12,9.2,78.45,6.29,68.52,0.14,3.79,86.35,51.22,50.0,39.1,34.48,66.67,13.33,18.18,3.57,28.57,66.67,33.33
14.36,22.58,18.55,10.5,9.57,76.32,10.67,64.29,0.47,2.38,51.89,50.0,61.11,47.66,45.83,16.67,16.28,15.25,0.0,29.41,37.5,50.0
-5.85,22.3,16.05,15.12,4.47,74.28,5.74,71.43,1.26,1.38,62.5,21.92,66.67,49.71,38.0,33.33,1.75,6.52,0.0,40.0,0.0,50.0
-7.54,31.92,21.01,24.53,11.09,62.06,10.69,32.08,3.06,1.72,56.95,63.57,58.82,30.64,42.11,42.86,12.89,8.38,4.12,22.22,33.33,60.0
-11.61,35.9,2.24,40.65,1.25,82.75,1.47,73.68,34.38,0.86,35.85,100.0,100.0,38.61,41.57,52.5,2.21,1.23,0.0,0.0,20.0,50.0
-19.06,18.97,13.4,12.51,6.67,77.43,6.57,37.04,2.6,1.63,56.05,50.0,50.0,39.58,21.43,28.57,10.45,6.15,3.45,50.0,14.29,50.0
12.34,26.69,22.61,12.19,12.18,69.4,12.23,62.69,0.0,2.48,77.54,50.29,74.19,31.03,47.5,50.0,15.03,9.64,4.17,25.0,60.0,50.0
-6.23,25.37,22.01,10.98,9.53,72.46,9.49,61.67,0.07,2.53,60.55,41.32,41.67,45.59,36.67,40.0,16.46,18.82,8.11,15.79,55.56,0.0
-9.18,21.26,17.93,9.49,8.47,78.48,7.87,57.14,0.11,2.03,53.5,43.96,60.0,40.94,39.39,69.23,14.93,6.76,2.5,25.0,50.0,71.43
-9.91,35.31,27.87,20.09,12.07,69.58,7.17,65.63,0.58,3.36,73.78,53.57,41.03,48.4,51.06,66.67,8.11,4.65,0.0,59.26,60.0,0.0
26.51,28.53,21.29,16.22,5.99,80.05,5.17,60.61,1.17,2.41,66.57,41.54,45.83,49.48,36.11,40.0,12.02,8.89,1.75,26.67,60.0,0.0
-0.06,21.78,19.97,6.36,7.44,81.6,6.42,59.38,0.0,2.41,73.7,38.69,42.86,43.53,33.33,50.0,10.09,4.26,3.45,56.52,50.0,60.0
-9.9,21.95,18.99,7.86,10.58,77.58,11.43,71.79,0.57,2.48,55.49,46.24,25.0,58.06,56.25,50.0,10.43,4.62,0.0,68.0,75.0,100.0
-5.41,13.92,7.5,13.53,2.4,73.11,4.33,72.73,3.88,2.52,72.41,34.69,66.67,36.65,47.06,66.67,10.87,22.22,5.0,57.14,0.0,0.0
-27.04,16.33,9.02,16.87,1.91,77.93,3.57,50.0,1.62,1.21,34.15,66.67,0.0,40.33,29.79,0.0,8.14,22.35,2.7,75.0,66.67,50.0
5.54,22.92,19.82,8.18,10.9,78.35,11.6,79.55,0.08,2.05,54.15,52.7,47.37,45.0,19.05,33.33,14.05,12.7,4.26,50.0,50.0,100.0
-5.6,24.98,21.83,9.44,15.0,69.05,16.67,66.67,0.49,3.24,68.19,50.94,47.06,39.13,33.33,50.0,19.29,11.48,2.86,56.67,40.0,50.0
14.21,29.38,20.7,19.37,8.47,73.77,6.8,66.67,1.26,2.37,77.91,63.04,51.22,39.32,37.7,53.85,10.88,2.2,6.98,40.0,0.0,0.0
21.34,21.31,18.12,9.09,8.09,80.92,7.96,64.44,0.11,2.46,38.51,55.56,60.0,56.14,27.78,40.0,7.19,6.94,0.0,44.44,66.67,50.0
2.06,20.54,16.8,9.56,7.21,83.28,6.51,71.88,0.12,2.22,56.64,55.42,58.33,45.87,51.72,50.0,2.24,8.7,6.67,58.33,16.67,100.0
9.52,28.64,25.76,10.0,16.94,71.14,5.32,58.06,0.53,3.78,88.26,78.89,51.47,45.54,27.59,66.67,6.15,10.0,1.79,35.29,28.57,33.33
6.68,23.89,18.88,13.08,7.14,77.58,7.19,50.0,0.62,2.3,53.25,53.49,66.67,48.28,58.33,71.43,7.24,4.41,0.0,73.33,50.0,50.0
-1.95,25.77,20.78,13.03,10.86,71.62,9.64,48.57,0.72,2.43,81.1,52.1,54.55,36.84,32.14,80.0,18.35,7.69,2.04,17.65,66.67,0.0
-6.05,24.87,19.03,14.22,8.44,82.46,6.11,59.38,0.5,1.53,61.13,55.88,39.13,27.78,54.55,30.77,7.94,8.41,4.92,47.62,75.0,0.0
-1.85,22.02,18.76,9.08,8.52,82.84,5.84,62.79,0.31,2.78,64.69,47.12,43.75,40.38,51.85,50.0,6.67,11.76,0.0,60.0,55.56,100.0
26.53,21.76,17.32,13.37,7.49,66.46,9.0,46.43,0.55,2.1,54.64,55.42,40.0,48.32,28.13,40.0,7.58,5.41,5.56,14.29,0.0,0.0
-8.02,25.04,15.5,22.29,8.02,60.52,5.74,33.33,4.17,2.14,63.8,80.77,59.38,46.26,37.78,16.67,5.08,9.52,3.7,30.0,0.0,0.0
22.69,24.66,20.51,10.74,9.79,76.74,7.55,63.16,0.63,2.18,53.95,46.53,63.16,32.35,37.5,57.14,11.39,9.64,2.08,45.0,50.0,0.0
-23.44,42.49,16.1,35.21,6.01,69.91,2.97,50.0,23.53,2.73,59.66,68.89,81.82,49.43,55.56,62.5,5.67,0.99,0.0,38.46,66.67,0.0
-7.27,27.16,22.4,13.44,10.4,71.62,9.76,50.0,0.6,1.64,39.89,53.33,61.54,48.0,42.42,45.45,4.97,6.9,2.27,27.27,9.09,0.0
-0.4,29.03,23.2,14.58,9.15,77.62,3.82,68.89,1.22,3.06,80.71,48.94,67.86,55.36,36.67,71.43,9.36,5.13,0.0,51.72,60.0,50.0
-49.98,29.33,18.79,24.38,7.7,60.51,10.88,59.52,2.29,1.72,68.01,59.21,52.63,37.28,34.25,28.57,7.24,5.61,4.92,40.0,57.14,100.0
-12.8,20.75,13.91,17.49,4.81,66.98,8.31,31.82,1.41,1.27,59.51,65.0,46.15,30.16,36.36,43.75,8.62,4.4,0.0,30.77,0.0,66.67
7.12,23.1,19.13,9.55,9.79,82.85,8.28,56.76,0.53,1.66,40.45,53.97,77.78,39.47,42.86,20.0,9.09,9.84,5.13,33.33,33.33,50.0
-1.08,21.98,18.62,10.27,9.08,75.09,9.06,64.86,0.08,2.67,67.94,44.44,46.15,39.45,48.0,33.33,12.61,3.7,0.0,40.0,0.0,0.0
0.16,33.26,8.5,30.66,2.37,76.09,11.45,63.16,24.43,1.69,58.73,78.57,60.0,28.49,40.0,33.33,5.98,7.35,6.9,50.0,0.0,0.0
-31.2,46.64,28.37,40.29,2.55,63.86,3.74,47.37,2.0,0.7,16.67,33.33,40.0,42.06,42.42,62.5,4.51,5.15,1.72,0.0,33.33,0.0
21.88,22.36,18.55,9.99,12.11,70.71,8.99,69.64,0.94,2.24,52.01,40.0,46.67,39.29,44.0,16.67,17.73,5.13,2.38,50.0,80.0,50.0
-2.52,20.61,16.16,9.37,7.03,85.14,9.09,60.61,1.2,3.7,74.19,53.41,22.73,68.29,25.0,33.33,8.0,22.22,10.34,60.0,40.0,0.0
1.65,24.6,18.7,14.47,6.1,81.19,4.56,82.86,0.09,1.47,49.82,58.57,60.0,42.94,38.3,46.67,5.81,4.94,0.0,50.0,33.33,0.0
-11.88,22.83,10.12,27.88,1.88,58.21,7.35,57.14,4.1,0.99,63.74,58.14,36.36,34.7,28.75,35.0,3.36,4.27,9.09,15.38,50.0,50.0
-7.63,34.73,21.03,25.16,7.17,85.19,1.94,78.38,6.27,1.83,34.55,61.54,77.78,46.19,60.47,50.0,9.66,4.3,0.0,25.0,33.33,66.67
-13.69,23.09,18.32,13.32,11.13,69.96,11.79,32.0,0.67,1.89,54.36,42.67,58.33,34.53,28.13,33.33,14.66,23.29,7.69,26.67,0.0,0.0
-5.49,24.94,9.87,23.01,2.48,83.84,3.6,70.0,10.49,2.81,83.33,30.65,50.0,62.26,50.0,40.0,1.53,1.09,9.09,76.47,75.0,0.0
14.18,23.54,19.98,10.26,9.67,75.79,5.88,69.44,0.09,2.12,61.09,47.37,52.63,36.67,25.0,37.5,17.78,10.84,2.17,0.0,40.0,100.0
-13.72,35.2,19.89,34.83,5.59,65.24,5.29,54.29,1.88,2.38,54.55,63.16,63.16,50.42,57.69,77.78,11.7,6.45,0.0,8.33,8.33,0.0
-5.29,23.31,18.69,12.96,11.32,75.68,6.8,56.82,0.26,1.84,62.75,50.5,70.0,40.28,24.39,50.0,7.75,8.64,7.5,41.67,0.0,25.0
14.55,26.7,19.74,17.99,9.59,70.31,5.92,61.76,1.19,2.0,59.82,52.59,25.0,40.59,45.0,33.33,4.44,9.9,5.88,31.25,25.0,50.0
-9.37,24.63,15.62,23.21,4.85,67.26,1.81,54.55,0.82,1.27,55.31,42.65,14.29,25.89,30.0,33.33,3.52,2.88,0.0,0.0,33.33,0.0
12.76,24.44,20.51,11.97,10.3,68.55,10.7,66.67,0.44,1.55,53.25,42.7,40.0,37.59,45.71,42.86,17.29,16.09,11.36,0.0,41.67,100.0
-15.1,22.23,16.66,14.73,8.25,70.92,6.72,66.67,0.57,2.0,40.3,68.97,50.0,51.49,34.48,40.0,11.18,10.26,4.76,16.67,0.0,80.0
-15.75,19.4,17.0,6.52,5.94,85.56,7.14,61.29,0.09,2.18,54.31,37.78,100.0,49.3,40.0,75.0,7.89,1.85,4.35,50.0,50.0,100.0
15.55,18.61,16.26,7.25,9.25,78.49,7.87,57.14,0.13,2.29,58.53,64.94,72.22,48.72,44.44,0.0,8.08,10.0,0.0,47.37,83.33,0.0
-13.75,21.7,17.87,10.84,8.26,77.43,5.98,50.0,0.13,3.0,59.64,61.73,52.63,55.46,45.83,50.0,4.24,9.09,3.85,54.55,40.0,50.0
-4.02,28.16,22.11,17.35,12.91,67.69,6.05,55.32,0.04,1.78,78.67,45.34,52.0,18.89,36.84,40.0,21.2,10.48,0.0,47.37,41.67,33.33
11.71,28.84,22.79,16.43,10.66,70.61,5.28,69.44,0.36,1.92,56.73,62.82,61.9,36.63,32.73,37.5,10.67,14.74,5.26,33.33,33.33,100.0
-5.76,30.81,20.63,25.25,9.73,58.01,7.89,57.45,1.85,2.12,80.48,51.88,37.14,34.55,34.85,72.22,12.12,8.0,2.94,40.91,12.5,100.0
-13.36,22.67,19.54,9.07,9.15,82.61,3.18,81.82,0.0,3.9,82.35,36.11,29.41,39.77,23.81,0.0,9.21,10.26,0.0,75.0,66.67,100.0
-6.15,24.27,20.75,9.75,9.45,82.61,7.52,76.47,0.0,1.91,46.23,48.39,70.0,46.67,50.0,50.0,7.63,8.62,6.67,56.25,20.0,50.0
-5.04,22.87,18.31,11.42,7.02,81.13,6.33,89.47,0.54,2.03,61.05,43.37,57.89,45.45,57.89,0.0,5.22,2.7,3.33,62.5,66.67,100.0
-1.5,22.12,18.52,9.64,9.09,78.23,9.82,69.7,0.18,1.62,50.71,32.0,20.0,38.95,28.57,57.14,8.4,11.43,0.0,50.0,50.0,50.0
8.49,25.81,20.55,12.23,8.35,79.31,6.69,71.43,1.72,2.67,60.78,46.07,63.64,38.33,48.28,100.0,9.52,3.57,0.0,71.43,25.0,50.0
0.4,22.21,17.43,12.68,6.09,78.11,4.83,43.48,0.28,2.6,65.06,44.94,43.75,64.89,66.67,47.36400357462019,2.7,7.25,8.0,54.55,100.0,0.0
-8.43,32.85,26.23,17.24,11.98,66.77,12.17,56.6,0.94,3.64,72.02,59.09,61.29,31.82,27.27,41.67,31.1,27.42,3.57,16.67,60.0,66.67
4.35,22.32,18.54,10.1,7.43,80.41,6.69,75.0,0.05,2.91,72.86,32.73,52.63,52.75,60.0,100.0,8.41,3.39,6.06,80.0,60.0,66.67
-11.91,23.41,19.99,9.37,11.35,71.28,11.76,58.33,0.82,3.56,62.4,48.05,61.11,42.35,61.11,0.0,12.5,11.9,0.0,60.0,50.0,100.0
-6.42,38.75,21.41,38.27,5.62,68.11,1.57,62.5,0.87,1.72,58.77,49.33,76.47,38.24,52.25,50.0,4.09,5.33,3.17,37.5,50.0,0.0
-1.53,25.63,21.41,12.48,10.32,66.09,7.01,67.57,0.05,2.48,63.01,59.26,50.0,36.15,51.72,71.43,19.08,6.67,2.56,27.78,50.0,33.33
-2.14,16.5,13.15,8.67,6.89,82.91,6.47,67.86,0.05,2.11,57.99,65.38,52.63,46.53,36.0,33.33,5.88,4.08,11.54,33.33,40.0,0.0
3.81,19.69,14.15,14.12,5.54,83.19,2.2,82.35,0.0,1.66,50.77,71.15,53.33,41.86,51.52,71.43,7.14,4.62,0.0,0.0,0.0,0.0
11.38,24.9,21.67,9.67,12.69,76.64,10.86,55.56,0.14,2.63,75.92,48.48,66.67,34.07,40.0,20.0,19.79,6.0,0.0,32.0,28.57,66.67
