all-in_adj_bb_100,vpip,pfr,call_any_pfr,3bet_pf,fold_to_3bet,4bet_pf,fold_to_4bet+,limp,total_af,cbet_f,cbet_t,cbet_r,fold_to_f_cbet,fold_to_t_cbet,fold_to_r_cbet,xr_flop,xr_turn,xr_river,fold_to_f_xr,fold_to_t_xr,fold_to_r_xr
-60.48,45.15,27.32,45.3,6.97,34.5,4.62,50.0,0.36,1.31,33.09,70.0,62.5,44.05,23.46,45.0,3.13,5.88,4.55,18.18,33.33,50.0
16.11,24.66,21.03,11.27,10.29,72.11,8.24,58.06,0.0,2.11,63.8,60.24,47.62,40.91,47.62,25.0,11.25,15.56,10.53,37.5,50.0,100.0
-18.58,19.96,10.79,20.85,1.49,76.76,0.72,75.0,1.69,1.12,48.54,71.43,40.0,48.44,45.0,57.14,0.81,11.11,7.69,0.0,0.0,50.0
21.23,20.65,16.74,10.13,6.35,80.2,4.98,88.24,0.71,1.57,38.99,35.48,0.0,46.03,34.78,37.5,10.14,11.76,5.26,66.67,0.0,50.0
-9.43,35.31,16.68,30.23,5.69,70.54,4.81,75.0,12.8,2.32,53.85,61.76,50.0,35.16,63.64,25.0,18.56,6.76,0.0,28.57,37.5,50.0
-17.22,18.21,8.69,12.33,2.43,89.36,1.44,85.71,8.13,6.87,68.93,62.07,71.43,74.0,100.0,47.36400357462019,3.51,5.88,0.0,0.0,50.0,50.0
25.3,21.14,17.26,9.96,8.57,81.56,7.43,38.46,0.55,2.43,63.13,48.72,55.56,40.35,33.33,50.0,7.81,11.76,4.35,45.45,0.0,50.0
-1.31,28.98,17.05,25.12,5.87,70.88,5.71,40.0,3.3,3.13,63.69,43.48,30.77,50.0,33.33,50.0,12.17,2.7,3.57,66.67,66.67,50.0
-1.22,28.34,9.2,26.86,3.33,83.87,3.33,57.14,16.86,1.82,61.33,76.92,20.0,34.67,47.62,25.0,14.93,14.29,18.52,27.27,42.86,100.0
2.84,32.84,19.08,28.67,7.53,72.09,1.92,76.0,4.09,1.69,58.16,43.33,55.56,31.41,41.51,53.85,3.65,5.75,7.14,36.36,66.67,0.0
-53.36,43.79,36.62,19.97,19.6,66.31,3.76,64.0,0.93,2.38,68.17,41.67,30.77,24.24,51.28,50.0,18.8,6.9,6.98,33.33,60.0,100.0
-2.27,24.26,21.73,8.14,10.43,77.53,7.69,68.0,0.07,3.52,74.87,33.75,58.33,21.15,60.0,50.0,41.94,13.33,5.26,30.0,75.0,50.0
24.05,34.78,21.21,30.6,9.62,55.28,5.91,65.22,3.97,2.71,56.31,43.24,28.57,24.22,53.13,50.0,21.48,4.88,6.45,46.15,40.0,50.0
-14.4,32.32,5.13,40.06,1.46,81.05,2.92,15.38,22.02,2.02,63.46,64.71,33.33,36.16,38.6,50.0,13.1,7.55,6.9,16.67,100.0,0.0
-17.32,25.7,17.71,18.62,9.14,73.96,8.64,41.67,1.46,2.09,73.03,62.5,36.84,30.0,42.42,100.0,1.32,8.0,5.88,25.0,66.67,50.0
27.82,26.75,23.22,10.18,10.58,80.6,8.95,58.06,0.07,2.9,89.45,49.46,71.43,32.79,22.22,0.0,10.71,8.89,10.53,54.55,0.0,50.0
2.73,26.3,22.15,12.49,11.59,74.04,9.09,58.33,0.0,2.71,56.25,49.21,62.5,34.57,46.67,20.0,19.77,7.89,4.76,36.36,33.33,50.0
-23.06,34.15,18.85,31.97,6.85,64.32,4.21,23.08,5.76,1.19,58.82,46.15,46.15,30.6,31.15,69.23,5.44,8.99,5.0,40.0,33.33,50.0
-50.01,28.77,22.7,15.18,13.26,68.21,11.25,34.21,0.98,3.08,68.04,64.71,61.9,40.86,46.67,66.67,16.44,0.0,12.9,20.0,50.0,0.0
-9.45,23.84,17.8,15.38,9.03,66.27,8.59,42.86,1.86,3.3,78.38,45.0,40.0,33.71,38.89,75.0,20.69,11.76,0.0,33.33,0.0,50.0
-25.77,46.68,29.54,45.02,7.26,33.46,4.64,52.0,0.75,3.46,43.17,82.14,73.68,33.73,30.91,57.14,25.41,17.57,8.0,50.0,33.33,62.5
-13.39,27.99,19.92,21.76,8.5,68.6,9.64,22.22,0.07,1.47,54.01,75.0,45.83,20.9,30.61,12.5,4.27,15.38,6.67,16.67,0.0,50.0
-0.25,28.27,22.1,15.41,8.28,72.08,6.0,60.0,1.18,1.41,48.71,48.44,35.29,29.0,32.14,50.0,8.49,17.19,6.06,0.0,0.0,100.0
-5.64,17.16,10.17,13.94,3.34,83.92,2.84,37.5,2.82,0.96,2.41,0.0,51.94104895104895,47.06,58.33,50.0,0.0,0.0,0.0,40.0,42.11,0.0
-8.34,37.94,10.97,43.8,4.62,55.83,7.74,37.5,19.92,2.26,69.33,40.0,33.33,41.26,44.44,21.43,4.59,8.79,7.32,40.0,33.33,25.0
15.59,21.11,18.95,5.73,7.82,84.02,7.98,81.25,0.08,4.06,77.05,39.71,60.0,60.61,0.0,47.36400357462019,5.88,10.53,0.0,69.23,0.0,100.0
-45.91,35.39,14.42,33.01,5.96,79.89,2.31,50.0,14.65,1.7,73.19,66.67,38.46,38.71,47.37,69.23,5.76,3.57,9.09,63.64,80.0,0.0
-17.1,24.53,20.59,10.43,10.75,79.46,7.14,64.0,0.74,2.18,59.06,44.64,54.55,47.44,56.25,0.0,14.47,2.44,4.76,75.0,0.0,100.0
-40.7,38.32,22.52,37.66,4.07,53.02,5.99,50.0,3.01,2.01,79.38,32.05,33.33,30.04,46.03,28.57,15.51,6.15,9.09,54.55,0.0,50.0
2.93,23.92,20.84,8.29,9.05,81.12,9.47,73.68,0.22,2.58,58.24,37.93,80.0,57.14,20.0,100.0,9.38,5.41,25.0,37.5,0.0,33.33
-11.46,22.56,14.2,17.21,3.54,89.47,4.14,14.29,1.31,2.4,69.42,56.52,52.63,47.42,45.0,33.33,7.61,8.33,0.0,60.0,100.0,50.0
-7.95,22.61,15.7,17.17,6.12,76.51,3.18,71.43,0.3,2.23,60.15,53.49,41.67,48.51,77.78,0.0,11.46,0.0,0.0,75.0,33.33,50.0
-4.8,22.62,16.17,15.18,8.39,74.47,8.09,47.37,1.35,2.47,66.23,70.21,66.67,51.35,66.67,50.0,12.33,5.26,0.0,33.33,75.0,100.0
11.09,20.86,14.91,15.18,4.35,65.82,9.66,58.82,1.77,1.74,46.58,68.97,40.0,59.26,57.14,0.0,8.26,6.52,3.45,25.0,42.11,25.0
-0.53,30.07,24.02,14.9,12.03,76.85,6.03,66.67,0.92,1.95,53.37,42.86,58.33,49.02,27.27,40.0,9.78,6.12,0.0,58.33,50.0,50.0
12.2,19.04,16.67,6.76,6.11,81.95,9.18,64.29,0.0,2.88,63.09,51.06,73.33,47.62,37.5,20.0,13.24,11.11,0.0,62.5,50.0,100.0
26.1,23.94,20.03,11.25,10.97,73.05,11.39,50.0,0.38,3.29,76.06,52.17,50.0,50.0,35.29,80.0,4.48,6.45,0.0,27.27,66.67,50.0
-6.76,28.16,18.14,26.67,5.08,64.95,2.42,46.67,1.17,2.33,73.15,51.79,47.06,39.46,45.45,60.0,9.84,12.73,4.0,36.36,50.0,0.0
0.05,23.21,16.67,18.24,7.39,62.5,7.69,25.0,0.15,1.21,56.13,56.86,52.94,28.13,27.03,22.22,7.45,14.04,8.11,40.0,40.0,50.0
26.82,20.63,17.79,8.48,7.09,82.31,7.25,71.43,0.14,2.72,60.37,47.5,50.0,45.83,60.0,0.0,22.22,7.14,14.29,20.0,42.11,50.0
-21.46,26.28,20.26,15.68,8.93,78.29,4.08,46.67,0.31,1.95,66.17,52.56,65.0,51.49,40.74,50.0,5.77,3.77,3.7,28.57,80.0,50.0
7.57,38.1,24.29,31.54,7.45,67.26,4.33,48.28,2.35,2.12,48.35,71.43,53.33,43.14,47.22,62.5,4.38,13.46,0.0,33.33,62.5,0.0
-13.2,21.76,15.73,15.39,7.39,78.67,8.39,68.18,0.29,2.37,74.65,39.13,66.67,41.11,60.0,40.0,7.5,4.35,16.67,62.5,0.0,0.0
-13.74,29.66,17.62,33.33,6.56,47.95,4.82,29.41,0.3,3.2,63.22,61.54,46.15,61.33,62.5,100.0,4.67,6.82,0.0,66.67,33.33,50.0
-2.21,20.84,16.92,10.47,7.74,82.46,2.41,42.86,0.61,1.61,47.2,52.78,33.33,49.12,17.65,50.0,7.35,8.11,7.41,50.0,66.67,0.0
33.19,20.76,16.88,10.12,7.92,78.05,8.75,73.68,0.23,3.27,79.49,55.17,60.0,43.86,9.09,100.0,6.0,3.85,0.0,42.86,0.0,50.0
-17.13,16.47,8.64,18.2,0.11,70.59,0.75,50.0,2.49,1.47,30.12,63.64,0.0,57.95,46.15,100.0,1.15,0.0,0.0,0.0,42.11,50.0
-6.99,38.97,12.07,40.24,5.97,72.73,0.69,60.0,21.62,1.75,55.43,65.22,33.33,37.28,44.83,63.64,9.45,10.67,7.69,60.0,50.0,50.0
-82.43,58.5,31.59,59.38,3.5,44.87,5.61,58.06,0.8,1.01,40.0,45.95,45.45,29.0,40.4,53.33,0.0,0.0,0.0,0.0,0.0,100.0
-21.45,22.53,16.5,14.6,7.08,69.81,9.93,54.55,1.83,1.19,50.0,45.95,60.0,43.66,16.67,0.0,10.1,13.21,10.53,0.0,0.0,0.0
-9.04,24.84,17.85,16.53,7.34,81.5,3.49,71.43,1.32,1.85,70.69,24.56,60.0,34.74,51.52,0.0,1.89,1.96,4.0,62.5,100.0,50.0
-0.68,33.0,21.86,28.27,7.49,64.43,2.62,55.56,1.0,1.41,77.33,54.41,54.55,34.88,38.64,12.5,8.44,3.08,2.5,22.22,66.67,50.0
-4.38,25.26,20.77,11.8,8.39,78.72,8.43,70.83,0.62,1.61,52.2,32.61,33.33,34.78,22.22,50.0,9.09,4.08,0.0,45.45,0.0,50.0
3.84,20.93,17.93,8.92,9.58,76.88,7.69,52.63,0.32,1.71,54.26,45.95,0.0,48.0,41.67,0.0,15.79,7.32,0.0,80.0,0.0,50.0
-16.43,26.71,9.3,27.45,2.52,77.78,2.84,42.86,13.8,1.0,38.67,38.46,25.0,29.58,42.0,50.0,0.81,4.11,4.17,55.56,33.33,0.0
-13.23,46.61,20.73,54.52,3.49,47.84,2.73,60.0,7.54,1.64,66.9,70.83,68.42,31.55,36.73,36.0,6.07,6.52,10.2,18.75,28.57,50.0
18.77,26.7,22.22,14.45,12.6,63.54,10.86,48.39,0.08,2.1,56.5,53.45,83.33,47.83,33.33,25.0,10.84,19.51,5.0,26.32,0.0,100.0
40.59,25.54,22.02,10.12,12.67,70.7,13.25,58.82,0.86,1.8,58.96,50.0,50.0,25.4,52.38,50.0,6.49,5.71,10.53,0.0,42.11,100.0
-46.82,48.41,15.57,54.57,4.9,41.67,4.05,46.15,22.1,1.09,88.0,38.71,25.0,39.14,32.04,40.0,3.08,7.02,3.23,45.45,16.67,0.0
22.87,19.02,16.3,6.92,6.63,79.22,12.41,80.0,0.62,3.28,64.78,60.0,29.41,50.0,75.0,47.36400357462019,19.67,10.34,14.29,16.67,50.0,50.0
-4.58,26.02,21.43,14.27,9.88,69.68,7.89,37.93,0.08,2.45,74.36,53.95,52.17,30.38,45.71,40.0,7.25,2.22,9.09,40.0,50.0,100.0
23.93,25.42,20.73,10.98,9.09,74.3,8.62,63.16,2.28,2.04,53.05,55.1,50.0,56.14,30.77,50.0,3.61,8.82,0.0,36.36,42.11,60.0
-6.0,23.36,20.19,9.3,9.6,71.43,8.45,55.0,0.4,2.38,70.37,56.14,55.56,47.54,27.27,50.0,17.54,10.53,0.0,60.0,50.0,100.0
-22.37,22.21,18.48,10.82,9.06,78.36,5.29,50.0,0.0,1.52,43.7,44.12,50.0,55.17,50.0,66.67,5.36,0.0,6.67,33.33,40.0,100.0
-9.95,23.69,21.01,8.74,11.3,79.29,7.3,65.38,0.15,1.62,35.29,34.48,25.0,45.24,66.67,100.0,6.58,3.92,4.55,50.0,50.0,50.0
-10.78,23.49,19.96,9.78,6.0,82.89,1.36,85.71,0.0,2.28,62.7,32.31,40.0,52.63,40.0,100.0,2.99,0.0,0.0,58.33,50.0,100.0
-12.0,19.6,15.95,8.9,6.34,86.23,3.65,53.33,0.8,2.73,63.12,58.33,38.46,46.67,58.33,50.0,6.0,12.5,0.0,50.0,50.0,50.0
21.01,24.81,20.9,10.1,10.18,80.46,9.41,59.09,0.08,2.71,65.87,49.02,41.67,41.27,38.46,50.0,6.9,7.69,0.0,40.0,100.0,50.0
1.21,20.71,17.54,8.57,9.67,75.79,8.6,54.17,1.37,1.98,50.34,44.44,50.0,41.18,46.15,50.0,7.25,2.78,5.88,20.0,50.0,50.0
-59.75,38.13,15.35,33.48,5.22,59.12,5.33,37.5,19.59,2.63,70.37,67.5,63.64,51.61,33.33,28.57,7.14,1.82,4.55,41.67,0.0,50.0
-3.58,20.87,15.67,12.11,6.39,78.4,4.96,57.14,0.91,2.07,52.63,54.29,57.14,47.76,41.18,20.0,6.15,0.0,0.0,44.44,33.33,100.0
-11.73,34.61,6.34,36.19,2.44,77.85,5.8,85.71,26.86,1.78,66.67,42.86,66.67,37.39,30.77,50.0,5.26,8.33,7.14,60.0,50.0,0.0
22.19,23.48,18.65,14.2,5.48,68.92,4.83,57.14,0.0,3.09,67.95,72.73,27.78,48.39,50.0,33.33,13.11,11.11,0.0,80.0,28.57,50.0
-10.24,23.76,16.29,19.21,4.3,76.54,3.92,63.64,0.47,1.56,76.86,27.5,50.0,29.67,30.0,55.56,10.47,10.2,0.0,16.67,0.0,50.0
-25.13,21.27,4.19,24.58,0.94,88.52,1.65,100.0,14.95,2.23,56.76,62.5,100.0,51.61,50.0,22.22,3.26,4.88,5.88,100.0,75.0,100.0
33.02,18.24,15.49,7.72,5.59,73.46,12.42,52.63,1.21,2.88,55.22,39.47,40.0,69.23,50.0,100.0,13.04,10.0,0.0,33.33,0.0,50.0
-41.69,49.6,2.11,48.89,2.95,71.6,3.25,52.94,53.2,2.77,37.5,66.67,0.0,42.11,55.17,57.14,8.11,5.0,5.56,48.0,25.0,66.67
-29.23,26.25,8.3,25.4,6.57,75.22,1.85,36.36,17.68,1.83,52.78,46.15,50.0,52.0,31.25,57.14,9.35,4.17,3.45,66.67,50.0,50.0
18.67,23.54,19.37,11.69,9.31,68.35,15.65,73.08,0.7,3.48,56.1,76.0,64.29,51.61,45.45,60.0,12.12,12.5,19.05,83.33,50.0,100.0
37.19,25.13,20.45,12.27,12.05,80.67,6.71,72.41,0.0,2.1,67.26,58.18,46.15,45.88,36.0,42.86,5.95,2.33,5.88,60.0,100.0,50.0
-16.7,24.68,19.7,11.81,8.32,82.7,5.56,76.92,1.2,1.59,50.0,72.97,28.57,36.49,36.36,50.0,12.0,2.63,3.7,25.0,0.0,0.0
-2.49,50.16,14.02,38.64,9.2,68.88,6.01,21.43,38.23,7.36,67.36,52.27,55.56,50.99,84.62,100.0,14.13,3.85,7.14,55.56,87.5,66.67
-4.73,26.42,22.1,11.58,11.11,78.66,7.69,73.68,0.0,2.23,58.1,61.82,50.0,47.14,18.75,50.0,10.84,11.11,3.85,42.86,50.0,50.0
-13.94,23.77,15.6,19.81,3.7,75.36,5.15,66.67,1.35,2.01,61.36,61.54,41.18,45.16,41.18,33.33,4.6,0.0,6.25,40.0,66.67,100.0
15.7,35.86,25.4,23.42,7.35,71.29,8.08,66.67,1.89,2.52,91.16,43.62,50.0,49.22,41.18,25.0,5.13,1.96,19.23,63.64,44.44,66.67
-1.13,20.71,18.5,5.42,7.49,87.9,7.89,33.33,0.33,4.08,67.5,40.0,30.0,45.83,0.0,50.0,11.11,26.09,6.67,60.0,100.0,50.0
-7.86,32.23,17.74,31.45,3.11,58.19,3.07,50.0,4.7,2.07,70.0,86.11,52.63,53.25,31.25,25.0,1.6,12.96,23.53,0.0,0.0,0.0
-40.96,26.45,13.3,30.03,1.48,60.54,2.74,100.0,4.38,2.69,74.55,87.18,81.82,44.44,37.93,33.33,7.37,9.76,8.7,0.0,20.0,50.0
-41.99,33.26,19.04,36.13,2.27,49.51,6.74,52.94,1.42,2.59,53.54,84.0,25.0,50.26,32.14,66.67,15.82,21.15,3.33,18.18,0.0,0.0
25.34,23.2,20.35,7.61,12.97,78.1,12.4,64.0,0.17,2.8,57.49,37.5,60.0,50.0,30.77,66.67,6.45,13.16,10.53,71.43,42.11,100.0
-10.36,25.7,19.63,16.98,7.62,71.34,3.92,63.64,0.56,1.11,40.12,48.72,20.0,33.33,25.0,70.0,12.15,11.48,11.43,0.0,100.0,50.0
-60.41,45.61,15.61,41.52,6.9,52.69,7.98,47.37,28.55,2.22,47.37,59.09,50.0,31.94,52.08,57.14,1.47,1.45,0.0,0.0,0.0,0.0
-19.43,43.7,5.63,38.94,2.42,85.94,0.82,100.0,38.66,1.57,39.39,57.14,50.0,51.47,63.64,62.5,0.0,0.0,0.0,100.0,33.33,0.0
-38.75,49.22,0.99,47.6,0.63,91.28,1.37,62.5,51.85,1.14,80.0,66.67,0.0,46.01,46.07,55.56,1.27,3.16,2.22,50.0,0.0,0.0
20.52,39.84,27.63,26.97,4.74,75.8,2.37,83.33,3.05,2.17,74.69,32.84,72.73,33.1,44.44,33.33,10.61,4.41,9.68,72.73,100.0,100.0
-32.35,48.02,5.67,48.47,5.05,78.95,5.07,35.0,44.14,2.45,92.16,94.12,40.0,26.67,26.47,40.0,18.09,25.71,3.33,22.22,66.67,66.67
2.31,34.57,24.39,22.79,7.71,78.85,3.47,79.17,0.61,1.95,57.98,52.83,45.45,44.83,56.0,0.0,6.25,5.26,0.0,50.0,33.33,0.0
11.06,23.71,18.46,11.11,7.78,81.21,8.97,52.63,1.45,2.86,64.17,40.54,71.43,46.67,50.0,100.0,18.31,6.45,0.0,50.0,40.0,0.0
-9.01,21.53,15.36,13.94,7.04,86.21,8.09,64.29,0.35,2.48,77.66,38.71,57.14,40.63,36.36,50.0,10.64,0.0,0.0,40.0,100.0,50.0
7.28,30.27,4.34,27.58,1.36,81.9,2.02,44.44,28.74,1.79,53.49,90.0,75.0,37.18,40.0,28.57,3.31,2.0,18.18,50.0,50.0,33.33
-12.34,31.09,25.08,16.38,12.95,71.86,4.5,68.0,1.12,1.94,68.84,42.86,29.41,40.4,40.91,66.67,4.82,10.2,3.45,11.11,100.0,50.0
-8.08,24.3,19.39,14.09,11.03,69.13,6.85,80.0,0.09,2.63,61.8,63.16,37.5,27.63,60.0,66.67,10.34,8.33,6.67,62.5,100.0,50.0
-20.02,24.34,19.97,11.05,8.7,78.57,10.67,47.06,0.84,2.73,63.29,57.14,25.0,49.23,42.86,50.0,14.08,7.14,0.0,55.56,0.0,100.0
-40.06,35.95,19.02,38.86,6.36,60.87,3.89,63.16,2.02,1.19,50.37,48.28,50.0,42.51,32.61,23.53,5.46,1.19,8.51,50.0,25.0,100.0
-58.77,61.26,7.27,70.73,1.79,43.18,4.85,60.0,47.55,1.14,46.15,37.5,51.94104895104895,26.39,41.3,50.0,9.48,5.96,0.0,55.56,50.0,100.0
-8.02,43.72,19.87,44.34,5.55,51.43,2.92,50.0,10.63,1.27,50.0,36.11,50.0,42.45,24.62,50.0,1.43,7.37,4.0,60.0,0.0,100.0
-34.92,29.01,18.7,27.91,6.22,52.33,6.83,0.0,0.86,1.64,62.33,47.62,60.0,39.1,41.94,42.86,6.67,11.86,0.0,20.0,0.0,50.0
-12.92,25.32,19.88,15.9,9.43,67.38,10.53,52.94,0.09,1.85,57.72,39.62,37.5,48.19,35.0,50.0,14.29,7.84,0.0,0.0,60.0,0.0
-14.91,24.99,18.32,14.16,9.93,76.76,6.77,80.0,2.2,3.69,83.44,57.14,16.67,40.98,50.0,50.0,16.07,9.68,13.64,88.89,33.33,0.0
-28.72,26.44,17.25,26.22,2.96,58.06,1.36,80.0,0.25,3.03,65.52,60.0,50.0,58.54,27.27,33.33,1.75,7.41,0.0,40.0,50.0,50.0
3.21,25.59,21.49,10.73,11.19,73.68,8.18,82.35,0.36,1.87,71.14,40.38,28.57,37.04,50.0,50.0,3.33,8.82,8.7,18.18,100.0,50.0
19.35,23.97,16.94,17.56,10.74,68.94,5.47,41.18,1.57,1.59,68.38,40.0,0.0,42.22,45.83,40.0,8.0,7.32,8.0,66.67,0.0,50.0
-6.07,51.01,29.85,50.0,8.45,41.77,3.52,34.78,3.0,1.6,73.97,57.83,57.14,29.18,44.33,33.33,7.66,6.96,4.92,5.56,33.33,0.0
-5.37,16.89,14.38,8.55,6.8,76.92,7.14,54.17,0.09,2.85,66.04,52.78,58.33,47.5,84.62,50.0,0.0,0.0,0.0,57.14,50.0,50.0
2.85,23.59,20.38,8.82,8.77,76.87,10.77,60.0,0.0,2.11,68.24,38.18,100.0,59.09,66.67,0.0,8.62,0.0,0.0,61.54,25.0,50.0
-13.67,23.09,12.19,24.95,3.37,68.63,6.04,20.0,0.93,1.57,70.33,50.0,20.0,42.34,44.83,70.0,5.83,4.65,0.0,20.0,66.67,0.0
-23.58,26.22,15.48,23.65,1.54,85.8,1.88,80.0,0.89,0.71,33.33,59.09,20.0,45.54,50.0,60.0,0.0,0.0,0.0,0.0,33.33,50.0
-30.79,30.1,17.87,31.84,7.41,43.48,9.56,53.85,3.09,2.62,79.44,51.72,28.57,22.48,40.0,71.43,9.52,12.0,11.11,50.0,50.0,0.0
22.83,31.42,20.0,32.02,8.51,43.86,4.71,53.85,0.27,1.01,51.49,83.33,45.45,30.18,29.63,7.69,4.84,3.28,0.0,33.33,0.0,50.0
-49.53,33.62,7.93,34.25,4.85,69.05,2.54,37.5,26.42,0.47,46.67,33.33,100.0,41.83,39.68,44.44,5.36,4.55,5.88,50.0,42.11,50.0
-35.04,51.35,23.8,46.5,8.27,53.78,5.69,43.48,17.56,1.76,52.69,59.57,76.47,27.88,43.62,64.0,5.98,5.49,0.0,25.0,33.33,66.67
-5.32,27.13,23.15,9.08,10.98,80.82,6.94,57.14,1.71,4.19,65.46,69.35,35.29,51.28,16.67,100.0,14.29,12.0,0.0,27.27,50.0,50.0
-19.83,20.9,17.19,8.48,8.44,86.51,6.67,53.33,0.82,2.06,66.43,32.56,40.0,45.45,77.78,50.0,5.88,5.26,0.0,66.67,33.33,50.0
-1.52,26.31,17.78,16.6,5.89,78.38,10.64,54.55,3.25,2.92,60.58,66.67,38.46,39.73,66.67,100.0,6.49,0.0,0.0,40.0,14.29,50.0
18.33,24.96,19.44,14.61,8.59,71.81,7.86,50.0,0.84,1.94,67.65,41.82,50.0,44.58,30.43,25.0,12.24,4.44,4.55,50.0,100.0,100.0
-71.27,42.03,7.31,40.3,5.18,63.57,6.2,26.32,37.61,2.0,81.93,92.11,66.67,41.71,36.54,20.0,1.8,1.61,5.71,22.22,12.5,0.0
0.92,23.21,20.03,8.21,9.29,82.35,9.33,70.59,0.36,2.25,68.9,37.29,61.54,58.14,37.5,0.0,11.76,5.0,4.0,37.5,42.11,50.0
7.88,25.96,22.31,9.75,10.43,77.86,8.0,85.19,0.0,2.72,57.14,56.1,44.44,60.34,14.29,33.33,4.62,5.56,0.0,62.5,42.11,100.0
12.77,47.23,29.01,39.61,11.62,59.44,2.86,62.5,4.38,3.21,85.41,56.96,47.06,38.74,48.48,75.0,20.92,12.5,7.69,36.36,66.67,50.0
2.13,17.7,14.62,9.11,5.14,83.33,3.45,45.45,0.18,1.29,46.3,48.48,28.57,52.5,46.15,33.33,1.82,14.29,4.0,50.0,100.0,50.0
-6.02,21.47,18.6,8.72,8.0,78.83,9.92,42.86,0.26,1.72,42.86,53.85,75.0,44.19,35.71,20.0,13.21,7.14,0.0,25.0,42.11,50.0
-23.45,32.19,19.54,29.36,5.08,66.09,4.85,63.16,1.31,2.95,56.29,75.0,62.5,35.34,40.0,0.0,8.97,6.06,13.64,22.22,25.0,66.67
-0.27,20.83,17.5,7.87,8.34,77.95,15.32,45.0,0.9,1.9,43.31,60.0,25.0,37.5,50.0,0.0,9.09,3.45,0.0,33.33,42.11,50.0
-18.87,40.03,18.68,37.48,6.17,61.4,5.66,60.0,11.02,2.81,59.69,74.07,100.0,57.61,51.72,75.0,9.29,4.35,0.0,60.0,71.43,50.0
-14.88,22.23,18.83,9.52,10.5,82.05,4.46,73.33,0.0,3.8,61.54,59.46,85.71,60.0,42.86,0.0,11.54,0.0,8.33,25.0,100.0,50.0
22.31,24.69,20.08,13.14,10.13,69.13,10.14,70.0,1.2,2.22,66.67,47.83,37.5,50.0,40.0,66.67,11.29,7.5,4.76,66.67,50.0,100.0
-13.88,30.96,17.56,23.88,6.87,72.87,9.92,43.75,8.07,4.05,73.57,76.74,73.68,30.61,42.86,50.0,20.24,11.63,5.88,66.67,80.0,75.0
-12.86,28.53,18.78,20.52,9.26,66.18,6.11,40.0,4.04,2.46,81.36,57.78,58.33,45.37,42.31,71.43,13.79,9.09,0.0,75.0,33.33,50.0
-6.82,24.93,21.37,11.84,11.26,75.74,5.26,64.71,0.0,1.82,52.12,30.23,80.0,55.77,46.15,50.0,6.06,6.67,0.0,50.0,33.33,25.0
-32.17,33.26,26.7,18.08,16.57,63.98,5.23,75.0,1.01,2.69,47.4,69.44,43.75,48.86,25.0,60.0,14.44,6.06,4.17,45.45,100.0,50.0
-35.78,36.18,25.21,27.23,6.2,67.58,5.08,61.54,1.81,2.35,86.05,40.58,27.27,42.11,42.86,28.57,9.38,10.0,0.0,33.33,33.33,100.0
-16.22,41.55,23.33,37.62,5.59,59.54,4.22,35.29,7.7,1.29,36.84,50.0,40.0,39.77,22.64,47.06,4.23,11.11,0.0,0.0,33.33,75.0
-2.6,23.17,18.11,12.79,5.63,77.95,4.92,44.44,0.92,2.09,56.64,40.63,57.14,75.61,100.0,47.36400357462019,3.39,0.0,5.26,100.0,0.0,0.0
8.89,23.92,16.08,19.5,4.9,70.68,0.76,60.0,0.68,2.12,74.29,63.04,88.24,52.04,30.0,25.0,2.3,0.0,0.0,14.29,33.33,100.0
6.75,19.72,16.31,8.83,8.1,78.95,12.4,80.0,0.0,3.33,58.56,65.79,45.45,40.91,37.5,50.0,17.14,15.0,0.0,50.0,60.0,50.0
-30.71,21.54,13.41,19.92,1.21,86.05,1.59,60.0,0.9,1.4,42.11,55.56,60.0,42.35,61.11,47.36400357462019,8.24,2.38,0.0,66.67,0.0,50.0
-13.11,23.35,19.55,9.86,9.32,78.23,9.93,37.5,0.76,3.06,79.85,53.45,22.22,36.36,66.67,100.0,3.92,3.7,13.33,25.0,100.0,100.0
-260.69,72.36,31.22,42.88,23.04,51.96,11.27,21.88,47.53,2.72,65.38,78.57,63.64,48.47,53.66,66.67,3.62,1.75,3.23,62.5,25.0,40.0
-34.02,45.03,32.94,33.81,17.06,45.77,6.77,45.16,1.65,1.9,60.53,71.26,42.86,32.77,34.48,36.36,9.7,5.26,3.23,62.5,66.67,50.0
-32.83,33.02,12.04,34.2,6.3,77.54,3.7,45.45,13.22,0.65,47.0,28.57,0.0,40.88,43.64,7.14,0.68,3.53,8.51,33.33,0.0,50.0
2.53,26.69,19.73,17.81,10.93,65.93,10.69,44.44,0.87,2.54,84.78,67.19,55.56,45.31,36.84,50.0,2.17,8.0,0.0,25.0,50.0,100.0
-14.08,28.53,19.69,20.3,7.62,71.71,6.08,50.0,2.25,1.9,51.27,52.27,50.0,45.36,52.0,100.0,7.14,11.63,4.17,25.0,0.0,50.0
7.54,21.2,18.94,5.95,7.22,79.82,12.84,42.86,0.38,3.78,66.46,36.51,58.33,57.14,75.0,47.36400357462019,4.35,4.55,0.0,0.0,50.0,100.0
-31.03,21.99,18.78,10.17,11.11,76.15,5.61,64.71,0.0,2.55,52.63,60.0,66.67,52.27,25.0,47.36400357462019,14.58,15.38,0.0,80.0,0.0,50.0
27.36,26.06,18.99,17.64,7.24,68.46,9.09,33.33,2.15,1.51,54.84,69.23,40.0,37.14,55.0,0.0,1.61,5.41,0.0,66.67,33.33,50.0
